Country or region,Happiness Score,GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Total CO2 Emissions,Country Code,Schizophrenia Disorders (% of population),Depressive Disorders (% of population),Anxiety Disorders (% of population),Bipolar Disorders (% of population),Eating Disorders (% of population),Coal,Oil,Gas,Cement,Flaring,Per Capita,Income Group,Continent,Mental Health Burden,Social Resilience,Happiness Efficiency,Sustainable Happiness Index,Inequality and Pressure Index,Resilient Happiness,Happiness Level,Happiness-Income Group,Log CO2 Emissions
Sweden,7.343,51773.0464558993,1.487,1.009,0.574,0.267,0.373,40.982492,SWE,0.27025598,4.116486,4.795127,0.97393054,0.51417124,8.092101,28.705403,1.777568,1.349386,0.536187,3.991313,High Income,Europe,10.66997076,2.328,0.00014183055668270993,0.14216166292242055,0.7999976709175111,0.29561558254852494,Happy,Happy & High Income,3.737252674231419
Switzerland,7.48,84121.9310304414,1.526,1.052,0.572,0.263,0.343,36.733064,CHE,0.2799828,3.705447,6.79061,0.9417426,0.4910716,0.4316,27.489291,6.878903,1.732205,0.033352,4.283446,High Income,Europe,12.208853999999999,2.3609999999999998,8.891854844954993e-05,0.15283422280262904,0.7715817973672323,0.25949602553760676,Happy,Happy & High Income,3.6305367392663115
Syria,3.462,1109.53926036049,0.378,0.44,0.013,0.331,0.141,27.47897,SYR,0.24236715,4.132855,5.60757,0.77377516,0.15828523,0.003664,18.407936,6.547568,0.768375,1.751427,1.367232,Low Income,Asia,10.91485254,0.722,0.0031202140597306974,0.09017075589160652,1.1626033925176524,0.43931091444827824,Unhappy,Unhappy & Low Income,3.349165920159442
Taiwan,6.446,,1.43,0.914,0.351,0.242,0.097,273.515,TWN,0.31342354,2.564065,3.6654854,0.19377136,0.173583,154.560547,65.470555,46.949905,5.508,0.032994,11.502987,Low Income,Asia,6.9103283,2.0229999999999997,,0.022986511379257606,,0.4611006535969437,Neutral,Neutral & Low Income,5.615005904265355
Tajikistan,5.467,871.022372934846,1.098,0.718,0.389,0.23,0.144,9.832171,TJK,0.2636819,2.8172803,2.4035394,0.51602787,0.08860962,4.565344,2.934864,0.278464,2.053499,0.0,1.053033,Low Income,Asia,6.08913909,1.717,0.006276532233700662,0.34337626546409405,0.7732788761629099,0.5229051080199787,Unhappy,Unhappy & Low Income,2.3825205026036587
Tanzania,3.231,1063.32250976563,0.885,0.499,0.417,0.276,0.147,13.043474,TZA,0.21327442,4.651242,3.8125863,0.59105045,0.10528517,1.890624,6.756416,1.872304,2.52413,0.0,0.217854,Low Income,Africa,9.373438340000002,1.578,0.0030385889232347335,0.14413224939255836,0.751081950334091,0.2184394288243929,Unhappy,Unhappy & Low Income,2.642157803887888
Thailand,6.008,7605.69657797759,1.409,0.828,0.557,0.359,0.028,290.239228,THA,0.30105522,2.847038,3.399738,0.32977024,0.13236374,62.483006,121.008841,83.851733,22.304276,0.591373,4.070233,Upper-Middle Income,Asia,7.0099652,2.325,0.0007899342208044763,0.02021199766876272,0.5100824417135821,0.36863036374351416,Neutral,Neutral & Upper-Middle Income,5.674145018788208
Togo,4.085,826.260654099894,0.572,0.41,0.293,0.177,0.085,2.205025,TGO,0.2087059,4.5008154,3.592497,0.5395201,0.08961096,0.0,1.17248,0.190528,0.842017,0.0,0.2675,Low Income,Africa,8.931149360000001,1.042,0.00494396045573547,0.36682256113669537,0.8054777982041653,0.4389519569565655,Unhappy,Unhappy & Low Income,1.1647198906542235
Trinidad & Tobago,6.192,17431.0269266696,1.477,0.713,0.489,0.185,0.016,40.768202,TTO,0.28689462,3.82637,3.8713686,0.9088345,0.28171644,0.0,3.740944,36.416496,0.262849,0.347913,26.82198,Upper-Middle Income,South America,9.175184159999999,2.1510000000000002,0.0003552286406331112,0.12398038010805153,0.5298652004480348,0.31374422983419537,Neutral,Neutral & Upper-Middle Income,3.7321353323348254
Tunisia,4.461,3528.87213306798,1.0,0.815,0.167,0.059,0.055,29.704398,TUN,0.2524584,5.049405,5.164141,0.787781,0.20487007,0.0,13.459554,12.558098,3.223213,0.463533,2.465236,Lower-Middle Income,Africa,11.45865547,1.226,0.0012641432819844435,0.10837388444108542,0.899664648623642,0.31754705654627263,Unhappy,Unhappy & Lower-Middle Income,3.4244059016617903
Turkey,5.373,27273.4376992357,1.36,0.808,0.195,0.083,0.106,201.041239,TUR,0.24893442,3.9422681,4.513604,0.795696,0.2917118,82.4859955,57.6113715,41.5704695,16.1743715,0.0914205,6.6160630000000005,High Income,Asia,9.79221432,1.6380000000000001,0.00019700486822570853,0.025484570476796857,0.9187303585871723,0.33498243329091887,Unhappy,Unhappy & High Income,5.308471830030069
Turkmenistan,5.247,6648.0348960628,1.538,0.657,0.394,0.244,0.028,74.761641,TKM,0.2810101,3.0497415,2.3415134,0.5058993,0.15248261,0.0,20.217952,50.493584,1.522633,2.527472,12.139744,Upper-Middle Income,Asia,6.3306469100000005,2.176,0.0007892557849098322,0.06470405676336775,0.6461979335514658,0.3808939562321638,Unhappy,Unhappy & Upper-Middle Income,4.3275921091501015
Uganda,4.189,822.057058189153,1.069,0.443,0.356,0.252,0.06,6.011812,UGA,0.20794602,6.5845194,4.080157,0.5818194,0.09564634,0.0,5.430048,0.0,0.581764,0.0,0.139975,Low Income,Africa,11.55008816,1.6769999999999998,0.0050957533400754805,0.2385277197703873,0.7253633591306736,0.21626786784399793,Unhappy,Unhappy & Low Income,1.947596155518729
Ukraine,4.332,3619.86157226563,1.39,0.739,0.178,0.187,0.01,222.056698,UKR,0.27143335,3.8973033,3.133128,0.5213342,0.121123455,114.045427,38.480585,60.538273,3.947163,2.355091,5.022647,Lower-Middle Income,Europe,7.944322305,1.755,0.0011967308455081752,0.01883469905592339,0.8955386231526653,0.3107094568434769,Unhappy,Unhappy & Lower-Middle Income,5.407425990264857
United Arab Emirates,6.825,44251.4541390148,1.31,0.825,0.598,0.262,0.182,208.495709,ARE,0.27531648,3.5784907,4.243272,0.752012,0.30040544,7.498098,60.495002,133.14076,5.727885,1.633964,22.633898,High Income,Asia,9.14949662,2.17,0.00015423221977202013,0.03135837511585797,0.5889183740931151,0.34375238561731725,Happy,Happy & High Income,5.344703257052193
United Kingdom,7.054,42662.5353740311,1.538,0.996,0.45,0.348,0.278,364.753306,GBR,0.24625693,4.0975676,4.4602027,1.0944765,0.4250394,24.512705,168.995529,159.320842,4.448499,4.28319,5.462124,High Income,Europe,10.32354313,2.336,0.00016534413480483878,0.018806812567509636,0.8367917149283705,0.29250536785638614,Happy,Happy & High Income,5.901959078820422
United States,6.892,65604.6815198734,1.457,0.874,0.454,0.28,0.128,5262.145,USA,0.43364868,4.375998,5.6977477,0.6012978,0.42435044,1071.666,2360.999,1675.471,40.896,88.437,15.578,High Income,North America,11.53304262,2.191,0.0001050534785068994,0.0013068677959293864,0.7543856968808311,0.27274637943192387,Happy,Happy & High Income,8.568484035800786
Uruguay,6.293,18315.7352857194,1.465,0.891,0.523,0.127,0.15,6.489942,URY,0.3134878,2.840908,5.1539445,0.9843416,0.3535729,0.003666,6.030691,0.164973,0.290612,0.0,1.89299,Upper-Middle Income,South America,9.6462548,2.115,0.00034358434984079465,0.3899927645899807,0.6278810018570524,0.3084527387337855,Neutral,Neutral & Upper-Middle Income,2.013561053840935
Uzbekistan,6.174,2041.38480729431,1.529,0.756,0.631,0.322,0.24,118.797933,UZB,0.2701455,3.164448,2.0256548,0.5113078,0.11560703,8.280383,12.277682,92.388552,4.67908,1.172236,3.602454,Lower-Middle Income,Asia,6.0871631299999995,2.482,0.0030244175316378186,0.04943744442950288,0.6701766560051581,0.4086484983887987,Neutral,Neutral & Lower-Middle Income,4.7858064317762405
Venezuela,4.707,,1.427,0.805,0.154,0.064,0.047,89.111142,VEN,0.2758915,3.2147944,3.9995134,0.83046305,0.21330635,0.164886,34.758049,34.47591,1.774428,17.93787,3.075801,Low Income,South America,8.5339687,1.645,,0.048205178592725995,,0.3352951337039463,Unhappy,Unhappy & Low Income,4.501043819565818
Vietnam,5.175,3440.90025375434,1.346,0.851,0.543,0.147,0.073,341.004951,VNM,0.32355136,2.473061,2.2873394,0.33610305,0.09474524,191.442495,76.332973,18.906453,52.854843,1.468186,3.560416,Lower-Middle Income,Asia,5.51480005,2.036,0.0015039668744694348,0.014934213661181145,0.630706130807458,0.46089586267458477,Unhappy,Unhappy & Lower-Middle Income,5.834825213566007
Yemen,3.38,623.376164898164,1.163,0.463,0.143,0.108,0.077,12.683843,YEM,0.22567965,4.8953676,4.7837157,0.72597986,0.12351241,0.355295,10.124068,0.197793,0.663596,1.343091,0.402066,Low Income,Asia,10.754255220000001,1.4140000000000001,0.005422087321147679,0.14420965251847126,0.971598643547478,0.2222731231900585,Unhappy,Unhappy & Low Income,2.6162157937961052
Zambia,4.107,1258.98619844462,1.058,0.426,0.431,0.247,0.087,7.747163,ZMB,0.21286875,4.2194896,3.9692068,0.5744539,0.11466904,2.347513,4.438667,0.0,0.960983,0.0,0.421489,Low Income,Africa,9.09068809,1.7360000000000002,0.0032621485486289533,0.2439147357966093,0.6693741347687542,0.26024250163644636,Unhappy,Unhappy & Low Income,2.168729419224647
Zimbabwe,3.663,1684.02790388182,1.114,0.433,0.361,0.151,0.089,11.114607,ZWE,0.20248154,3.3954756,3.1370168,0.5385804,0.09829536,6.88832,3.656672,0.0,0.569615,0.0,0.723861,Low Income,Africa,7.371849699999999,1.6260000000000001,0.002175142105161375,0.19814505610477534,0.7389775239812756,0.30559053960029553,Unhappy,Unhappy & Low Income,2.4944119146172774
